country,real_overall_happiness,real_gdp,real_social_support,real_health,real_freedom,real_generosity,real_corruption,real_life_evaluation,approach,llm_overall_happiness,llm_gdp,llm_social_support,llm_health,llm_freedom,llm_generosity,llm_corruption,llm_life_evaluation,diff_overall_happiness,diff_life_evaluation,diff_gdp,diff_social_support,diff_health,diff_freedom,diff_generosity,diff_corruption,region,income_level,global_north_south,world_123,east_west,continent,developed_country_type,developed_east_vs_west,economic_model
Thailand,6.222,1.426,1.551,0.633,0.927,0.223,0.039,6.222,single_question,5.99,,,,,,,5.99,-0.2320000000000002,-0.2320000000000002,,,,,,,East Asia,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Togo,4.315,0.757,0.736,0.378,0.576,0.097,0.153,4.315,single_question,4.9,,,,,,,4.9,0.585,0.585,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Trinidad and Tobago,5.905,1.549,1.532,0.419,0.76,0.111,0.001,5.905,single_question,5.735,,,,,,,5.735,-0.1699999999999999,-0.1699999999999999,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Tunisia,4.552,1.257,1.224,0.459,0.382,0.032,0.05,4.552,single_question,5.015,,,,,,,5.015,0.4630000000000001,0.4630000000000001,,,,,,,Africa,Lower Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Türkiye,5.262,1.582,1.444,0.626,0.244,0.04,0.104,5.262,single_question,5.18,,,,,,,5.18,-0.0819999999999998,-0.0819999999999998,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Uganda,4.461,0.762,1.342,0.396,0.751,0.148,0.05,4.461,single_question,5.14,,,,,,,5.14,0.6789999999999994,0.6789999999999994,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Ukraine,4.68,1.328,1.472,0.472,0.689,0.245,0.023,4.68,single_question,4.5600000000000005,,,,,,,4.5600000000000005,-0.1199999999999992,-0.1199999999999992,,,,,,,Eastern Europe,Lower Middle Income,Global South,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
United Arab Emirates,6.759,1.812,1.294,0.659,0.934,0.165,0.235,6.759,single_question,7.01,,,,,,,7.01,0.2509999999999994,0.2509999999999994,,,,,,,Middle East,High Income,Global North,World 1,East,Asia,Middle East Developed,Other Developed,Resource-Based
United Kingdom,6.728,1.725,1.562,0.779,0.872,0.211,0.318,6.728,single_question,6.275,,,,,,,6.275,-0.4529999999999994,-0.4529999999999994,,,,,,,Western Europe,Upper Middle Income,Global North,World 2,West,Europe,Non-Developed,Non-Developed,Non-High Income
United States,6.724,1.839,1.614,0.604,0.644,0.171,0.161,6.724,single_question,6.305,,,,,,,6.305,-0.4190000000000005,-0.4190000000000005,,,,,,,North America,High Income,Global North,World 1,West,North America,Anglo-Saxon,Developed West,Market Liberal
Uruguay,6.661,1.554,1.654,0.523,0.913,0.078,0.197,6.661,single_question,6.44,,,,,,,6.44,-0.2209999999999992,-0.2209999999999992,,,,,,,Latin America,Upper Middle Income,Global South,World 2,West,South America,Non-Developed,Non-Developed,Non-High Income
Uzbekistan,6.193,1.179,1.615,0.654,0.977,0.195,0.208,6.193,single_question,5.555,,,,,,,5.555,-0.6379999999999999,-0.6379999999999999,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Venezuela,5.683,0.0,1.493,0.515,0.702,0.154,0.117,5.683,single_question,4.695,,,,,,,4.695,-0.9879999999999995,-0.9879999999999995,,,,,,,Latin America,Low Income,Global South,World 3,West,South America,Non-Developed,Non-Developed,Non-High Income
Viet Nam,6.352,1.278,1.533,0.631,1.012,0.039,0.174,6.352,single_question,5.985,,,,,,,5.985,-0.367,-0.367,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Yemen,3.561,0.631,1.482,0.375,0.447,0.066,0.106,3.561,single_question,3.755,,,,,,,3.755,0.1939999999999999,0.1939999999999999,,,,,,,Middle East,Low Income,Global South,World 3,East,Asia,Non-Developed,Non-Developed,Non-High Income
Zambia,3.912,0.848,1.013,0.233,0.872,0.131,0.107,3.912,single_question,5.12,,,,,,,5.12,1.2080000000000002,1.2080000000000002,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Zimbabwe,3.396,0.827,0.961,0.178,0.598,0.065,0.131,3.396,single_question,4.65,,,,,,,4.65,1.2540000000000004,1.2540000000000004,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Afghanistan,1.364,0.649,0.0,0.155,0.0,0.075,0.135,1.364,structured_personas,3.775,,,,,,,3.775,2.411,2.411,,,,,,,South Asia,Low Income,Global South,World 3,East,Asia,Non-Developed,Non-Developed,Non-High Income
Albania,5.411,1.371,1.122,0.696,0.841,0.103,0.057,5.411,structured_personas,5.470000000000001,,,,,,,5.470000000000001,0.059000000000001,0.059000000000001,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Algeria,5.571,1.315,1.363,0.782,0.522,0.057,0.219,5.571,structured_personas,5.21,,,,,,,5.21,-0.3609999999999997,-0.3609999999999997,,,,,,,Africa,Upper Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Argentina,6.397,1.504,1.622,0.579,0.824,0.048,0.083,6.397,structured_personas,4.925,,,,,,,4.925,-1.4720000000000004,-1.4720000000000004,,,,,,,Latin America,Upper Middle Income,Global South,World 2,West,South America,Non-Developed,Non-Developed,Non-High Income
Armenia,5.494,1.391,1.349,0.828,0.786,0.032,0.158,5.494,structured_personas,5.325,,,,,,,5.325,-0.1689999999999996,-0.1689999999999996,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Australia,6.974,1.767,1.647,0.841,0.857,0.164,0.285,6.974,structured_personas,6.635,,,,,,,6.635,-0.3390000000000004,-0.3390000000000004,,,,,,,Oceania,High Income,Global North,World 1,West,Oceania,Anglo-Saxon,Developed West,Market Liberal
Austria,6.81,1.791,1.592,0.814,0.856,0.179,0.28,6.81,structured_personas,6.73,,,,,,,6.73,-0.08,-0.08,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Central Europe,Developed West,Social Market
Azerbaijan,4.875,1.428,1.03,0.707,0.785,0.076,0.179,4.875,structured_personas,5.42,,,,,,,5.42,0.5449999999999999,0.5449999999999999,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Bahrain,6.03,1.752,1.391,0.609,0.907,0.148,0.167,6.03,structured_personas,6.445,,,,,,,6.445,0.415,0.415,,,,,,,Middle East,Upper Middle Income,Global North,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Bangladesh,3.851,1.116,0.286,0.592,0.92,0.11,0.132,3.851,structured_personas,5.1,,,,,,,5.1,1.2489999999999997,1.2489999999999997,,,,,,,South Asia,Low Income,Global South,World 3,East,Asia,Non-Developed,Non-Developed,Non-High Income
Belgium,6.91,1.783,1.646,0.852,0.895,0.119,0.306,6.91,structured_personas,6.6450000000000005,,,,,,,6.6450000000000005,-0.2649999999999997,-0.2649999999999997,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Central Europe,Developed West,Social Market
Belize,6.711,1.256,1.54,0.525,1.018,0.072,0.082,6.711,structured_personas,5.705,,,,,,,5.705,-1.0060000000000002,-1.0060000000000002,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Benin,4.357,0.855,0.228,0.357,0.679,0.092,0.238,4.357,structured_personas,5.085,,,,,,,5.085,0.7279999999999998,0.7279999999999998,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Bolivia,5.868,1.173,1.356,0.346,0.817,0.067,0.052,5.868,structured_personas,5.35,,,,,,,5.35,-0.5180000000000007,-0.5180000000000007,,,,,,,Latin America,Upper Middle Income,Global South,World 2,West,South America,Non-Developed,Non-Developed,Non-High Income
Bosnia and Herzegovina,6.136,1.405,1.545,0.616,0.749,0.178,0.009,6.136,structured_personas,5.225,,,,,,,5.225,-0.9110000000000004,-0.9110000000000004,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Botswana,3.438,1.388,1.146,0.094,0.697,0.018,0.083,3.438,structured_personas,5.87,,,,,,,5.87,2.432,2.432,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Brazil,6.494,1.391,1.519,0.48,0.83,0.089,0.127,6.494,structured_personas,5.86,,,,,,,5.86,-0.6339999999999995,-0.6339999999999995,,,,,,,Latin America,Upper Middle Income,Global South,World 2,West,South America,Non-Developed,Non-Developed,Non-High Income
Bulgaria,5.554,1.573,1.725,0.463,0.708,0.055,0.0,5.554,structured_personas,5.42,,,,,,,5.42,-0.1340000000000003,-0.1340000000000003,,,,,,,Eastern Europe,Upper Middle Income,Global South,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Burkina Faso,4.383,0.724,0.828,0.296,0.671,0.142,0.218,4.383,structured_personas,4.29,,,,,,,4.29,-0.0929999999999999,-0.0929999999999999,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Cambodia,4.341,1.049,1.215,0.481,0.988,0.138,0.078,4.341,structured_personas,5.3950000000000005,,,,,,,5.3950000000000005,1.0540000000000005,1.0540000000000005,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Cameroon,4.887,0.944,0.986,0.302,0.662,0.099,0.06,4.887,structured_personas,4.875,,,,,,,4.875,-0.0119999999999995,-0.0119999999999995,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Canada,6.803,1.749,1.647,0.832,0.813,0.168,0.323,6.803,structured_personas,6.35,,,,,,,6.35,-0.4530000000000003,-0.4530000000000003,,,,,,,North America,High Income,Global North,World 1,West,North America,Anglo-Saxon,Developed West,Market Liberal
Chad,4.384,0.592,0.902,0.242,0.477,0.175,0.111,4.384,structured_personas,4.3100000000000005,,,,,,,4.3100000000000005,-0.0739999999999998,-0.0739999999999998,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Chile,6.361,1.537,1.577,0.711,0.779,0.093,0.085,6.361,structured_personas,6.0,,,,,,,6.0,-0.3609999999999997,-0.3609999999999997,,,,,,,Latin America,Upper Middle Income,Global South,World 2,West,South America,Non-Developed,Non-Developed,Non-High Income
China,5.921,1.445,1.307,0.789,0.764,0.079,0.154,5.921,structured_personas,5.779999999999999,,,,,,,5.779999999999999,-0.1410000000000009,-0.1410000000000009,,,,,,,East Asia,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Colombia,6.004,1.38,1.513,0.587,0.777,0.039,0.051,6.004,structured_personas,5.71,,,,,,,5.71,-0.2939999999999996,-0.2939999999999996,,,,,,,Latin America,Lower Middle Income,Global South,World 2,West,South America,Non-Developed,Non-Developed,Non-High Income
Comoros,3.754,0.835,0.501,0.428,0.26,0.117,0.164,3.754,structured_personas,4.605,,,,,,,4.605,0.8509999999999995,0.8509999999999995,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Congo,5.03,1.023,0.796,0.336,0.626,0.082,0.126,5.03,structured_personas,4.605,,,,,,,4.605,-0.4250000000000007,-0.4250000000000007,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Costa Rica,7.274,1.492,1.6,0.68,0.948,0.067,0.118,7.274,structured_personas,6.335,,,,,,,6.335,-0.939,-0.939,,,,,,,North America,Upper Middle Income,Global South,World 2,West,North America,Non-Developed,Non-Developed,Non-High Income
Côte d’Ivoire,5.102,1.038,0.76,0.206,0.661,0.1,0.162,5.102,structured_personas,5.48,,,,,,,5.48,0.3779999999999992,0.3779999999999992,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Croatia,5.87,1.644,1.673,0.669,0.478,0.022,0.065,5.87,structured_personas,6.01,,,,,,,6.01,0.1399999999999996,0.1399999999999996,,,,,,,Eastern Europe,Upper Middle Income,Global South,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Cyprus,5.942,1.72,1.348,0.84,0.612,0.108,0.041,5.942,structured_personas,6.315,,,,,,,6.315,0.3729999999999993,0.3729999999999993,,,,,,,Western Europe,Upper Middle Income,Global North,World 2,West,Europe,Non-Developed,Non-Developed,Non-High Income
Czechia,6.775,1.692,1.716,0.658,0.916,0.118,0.084,6.775,structured_personas,6.44,,,,,,,6.44,-0.3349999999999999,-0.3349999999999999,,,,,,,Eastern Europe,Upper Middle Income,Global North,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Denmark,7.521,1.825,1.748,0.82,0.955,0.15,0.488,7.521,structured_personas,7.045,,,,,,,7.045,-0.476,-0.476,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Nordic,Developed West,Social Market
Dominican Republic,5.846,1.457,1.5,0.615,0.866,0.063,0.186,5.846,structured_personas,5.74,,,,,,,5.74,-0.1059999999999998,-0.1059999999999998,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
DR Congo,3.469,0.544,0.929,0.278,0.6,0.151,0.061,3.469,structured_personas,4.37,,,,,,,4.37,0.9010000000000002,0.9010000000000002,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Ecuador,5.965,1.299,1.32,0.702,0.712,0.058,0.066,5.965,structured_personas,5.195,,,,,,,5.195,-0.7699999999999996,-0.7699999999999996,,,,,,,Latin America,Upper Middle Income,Global South,World 2,West,South America,Non-Developed,Non-Developed,Non-High Income
Egypt,3.817,1.347,1.075,0.473,0.593,0.018,0.103,3.817,structured_personas,4.7,,,,,,,4.7,0.883,0.883,,,,,,,Africa,Lower Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
El Salvador,6.492,1.222,1.228,0.559,0.955,0.054,0.264,6.492,structured_personas,5.5200000000000005,,,,,,,5.5200000000000005,-0.9719999999999996,-0.9719999999999996,,,,,,,North America,Upper Middle Income,Global South,World 2,West,North America,Non-Developed,Non-Developed,Non-High Income
Estonia,6.417,1.65,1.716,0.642,0.902,0.128,0.378,6.417,structured_personas,6.425,,,,,,,6.425,0.008,0.008,,,,,,,Eastern Europe,Upper Middle Income,Global North,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Eswatini,3.774,1.183,1.152,0.038,0.428,0.054,0.13,3.774,structured_personas,4.96,,,,,,,4.96,1.186,1.186,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Ethiopia,3.898,0.757,1.051,0.416,0.54,0.182,0.1,3.898,structured_personas,4.745,,,,,,,4.745,0.847,0.847,,,,,,,Africa,Low Income,Global South,World 3,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Finland,7.736,1.749,1.783,0.824,0.986,0.11,0.502,7.736,structured_personas,6.845000000000001,,,,,,,6.845000000000001,-0.8909999999999991,-0.8909999999999991,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Nordic,Developed West,Social Market
France,6.593,1.733,1.535,0.832,0.743,0.099,0.264,6.593,structured_personas,6.365,,,,,,,6.365,-0.2279999999999997,-0.2279999999999997,,,,,,,Western Europe,Upper Middle Income,Global North,World 2,West,Europe,Non-Developed,Non-Developed,Non-High Income
Gabon,5.12,1.386,1.224,0.387,0.651,0.042,0.086,5.12,structured_personas,5.265,,,,,,,5.265,0.1449999999999995,0.1449999999999995,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Gambia,4.423,0.778,0.958,0.348,0.611,0.255,0.045,4.423,structured_personas,5.0,,,,,,,5.0,0.577,0.577,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Georgia,5.4,1.444,1.275,0.482,0.844,0.0,0.172,5.4,structured_personas,5.49,,,,,,,5.49,0.0899999999999998,0.0899999999999998,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Germany,6.753,1.785,1.625,0.776,0.858,0.148,0.351,6.753,structured_personas,6.459999999999999,,,,,,,6.459999999999999,-0.293000000000001,-0.293000000000001,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Central Europe,Developed West,Social Market
Ghana,4.34,1.053,1.01,0.438,0.771,0.139,0.025,4.34,structured_personas,5.04,,,,,,,5.04,0.7000000000000002,0.7000000000000002,,,,,,,Africa,Upper Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Greece,5.776,1.608,1.438,0.725,0.396,0.003,0.063,5.776,structured_personas,5.735,,,,,,,5.735,-0.0409999999999994,-0.0409999999999994,,,,,,,Western Europe,Upper Middle Income,Global North,World 2,West,Europe,Non-Developed,Non-Developed,Non-High Income
Guatemala,6.362,1.249,1.33,0.376,0.882,0.075,0.085,6.362,structured_personas,5.37,,,,,,,5.37,-0.992,-0.992,,,,,,,North America,Upper Middle Income,Global South,World 2,West,North America,Non-Developed,Non-Developed,Non-High Income
Guinea,4.929,0.873,0.791,0.306,0.676,0.157,0.098,4.929,structured_personas,4.765,,,,,,,4.765,-0.1640000000000006,-0.1640000000000006,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Honduras,5.964,1.036,1.187,0.436,0.862,0.134,0.079,5.964,structured_personas,5.065,,,,,,,5.065,-0.8990000000000009,-0.8990000000000009,,,,,,,North America,Upper Middle Income,Global South,World 2,West,North America,Non-Developed,Non-Developed,Non-High Income
Hong Kong SAR of China,5.491,1.79,1.41,0.948,0.674,0.116,0.386,5.491,structured_personas,6.045,,,,,,,6.045,0.5540000000000003,0.5540000000000003,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Hungary,5.915,1.638,1.742,0.587,0.681,0.099,0.057,5.915,structured_personas,5.335,,,,,,,5.335,-0.5800000000000001,-0.5800000000000001,,,,,,,Eastern Europe,Upper Middle Income,Global South,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Iceland,7.515,1.799,1.84,0.873,0.971,0.201,0.173,7.515,structured_personas,6.859999999999999,,,,,,,6.859999999999999,-0.6550000000000002,-0.6550000000000002,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Nordic,Developed West,Other High Income
India,4.389,1.149,0.86,0.316,0.914,0.141,0.12,4.389,structured_personas,5.625,,,,,,,5.625,1.2359999999999998,1.2359999999999998,,,,,,,South Asia,Lower Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Indonesia,5.617,1.288,1.372,0.454,0.918,0.323,0.044,5.617,structured_personas,5.79,,,,,,,5.79,0.173,0.173,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Iran,5.093,1.33,1.367,0.609,0.456,0.202,0.122,5.093,structured_personas,4.44,,,,,,,4.44,-0.6530000000000005,-0.6530000000000005,,,,,,,Middle East,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Iraq,4.976,1.261,1.275,0.589,0.503,0.1,0.069,4.976,structured_personas,4.855,,,,,,,4.855,-0.1210000000000004,-0.1210000000000004,,,,,,,Middle East,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Ireland,6.889,1.988,1.659,0.823,0.906,0.179,0.382,6.889,structured_personas,6.38,,,,,,,6.38,-0.5090000000000003,-0.5090000000000003,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Anglo-Saxon,Developed West,Market Liberal
Israel,7.234,1.695,1.743,0.824,0.74,0.144,0.193,7.234,structured_personas,5.154999999999999,,,,,,,5.154999999999999,-2.0790000000000006,-2.0790000000000006,,,,,,,Middle East,High Income,Global North,World 1,East,Asia,Middle East Developed,Other Developed,Other High Income
Italy,6.415,1.724,1.526,0.852,0.641,0.082,0.071,6.415,structured_personas,6.09,,,,,,,6.09,-0.3250000000000002,-0.3250000000000002,,,,,,,Western Europe,Upper Middle Income,Global North,World 2,West,Europe,Non-Developed,Non-Developed,Non-High Income
Jamaica,5.87,1.182,1.545,0.504,0.869,0.075,0.019,5.87,structured_personas,5.470000000000001,,,,,,,5.470000000000001,-0.3999999999999994,-0.3999999999999994,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Japan,6.147,1.678,1.55,0.921,0.746,0.014,0.2,6.147,structured_personas,6.225,,,,,,,6.225,0.0779999999999994,0.0779999999999994,,,,,,,East Asia,High Income,Global North,World 1,East,Asia,Developed East Asia,Developed East Asia,State-Led Development
Jordan,4.31,1.158,1.202,0.573,0.7,0.051,0.164,4.31,structured_personas,5.19,,,,,,,5.19,0.8799999999999999,0.8799999999999999,,,,,,,Middle East,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Kazakhstan,6.378,1.586,1.688,0.504,0.878,0.111,0.118,6.378,structured_personas,5.695,,,,,,,5.695,-0.6829999999999998,-0.6829999999999998,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Kenya,4.51,0.994,1.047,0.448,0.649,0.22,0.073,4.51,structured_personas,5.215,,,,,,,5.215,0.7050000000000001,0.7050000000000001,,,,,,,Africa,Upper Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Kosovo,6.659,1.281,1.454,0.896,0.893,0.201,0.087,6.659,structured_personas,5.43,,,,,,,5.43,-1.229,-1.229,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Kuwait,6.629,1.691,1.481,0.766,0.934,0.143,0.167,6.629,structured_personas,6.7700000000000005,,,,,,,6.7700000000000005,0.1410000000000009,0.1410000000000009,,,,,,,Middle East,High Income,Global North,World 1,East,Asia,Middle East Developed,Other Developed,Resource-Based
Kyrgyzstan,5.858,1.032,1.715,0.647,0.981,0.169,0.053,5.858,structured_personas,5.24,,,,,,,5.24,-0.6179999999999994,-0.6179999999999994,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Lao PDR,5.301,1.122,1.01,0.493,0.916,0.145,0.164,5.301,structured_personas,5.065,,,,,,,5.065,-0.2360000000000006,-0.2360000000000006,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Latvia,6.207,1.619,1.711,0.503,0.789,0.108,0.082,6.207,structured_personas,5.98,,,,,,,5.98,-0.2270000000000003,-0.2270000000000003,,,,,,,Eastern Europe,Upper Middle Income,Global North,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Lebanon,3.188,1.223,0.984,0.44,0.279,0.071,0.041,3.188,structured_personas,4.105,,,,,,,4.105,0.9169999999999994,0.9169999999999994,,,,,,,Middle East,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Lesotho,3.757,0.737,1.131,0.0,0.606,0.065,0.072,3.757,structured_personas,4.95,,,,,,,4.95,1.193,1.193,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Liberia,4.277,0.582,0.888,0.324,0.653,0.143,0.068,4.277,structured_personas,4.7,,,,,,,4.7,0.423,0.423,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Libya,5.82,1.247,1.309,0.549,0.724,0.111,0.214,5.82,structured_personas,4.58,,,,,,,4.58,-1.2400000000000002,-1.2400000000000002,,,,,,,Africa,Upper Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Lithuania,6.829,1.684,1.699,0.592,0.702,0.031,0.123,6.829,structured_personas,6.25,,,,,,,6.25,-0.5789999999999997,-0.5789999999999997,,,,,,,Eastern Europe,Upper Middle Income,Global North,World 2,East,Europe,Non-Developed,Non-Developed,Non-High Income
Luxembourg,7.122,2.028,1.558,0.864,0.931,0.117,0.397,7.122,structured_personas,7.040000000000001,,,,,,,7.040000000000001,-0.0819999999999989,-0.0819999999999989,,,,,,,Western Europe,High Income,Global North,World 1,West,Europe,Central Europe,Developed West,Other High Income
Madagascar,4.157,0.588,0.938,0.341,0.292,0.131,0.118,4.157,structured_personas,4.755,,,,,,,4.755,0.5979999999999999,0.5979999999999999,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Malawi,3.26,0.588,0.489,0.28,0.677,0.115,0.136,3.26,structured_personas,4.705,,,,,,,4.705,1.4450000000000005,1.4450000000000005,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Malaysia,5.955,1.571,1.315,0.446,0.991,0.181,0.11,5.955,structured_personas,6.029999999999999,,,,,,,6.029999999999999,0.0749999999999992,0.0749999999999992,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Mali,4.345,0.709,0.908,0.318,0.767,0.093,0.114,4.345,structured_personas,4.575,,,,,,,4.575,0.2300000000000004,0.2300000000000004,,,,,,,Other,Lower Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Malta,6.316,1.76,1.671,0.837,0.837,0.217,0.115,6.316,structured_personas,6.35,,,,,,,6.35,0.0339999999999998,0.0339999999999998,,,,,,,Western Europe,Upper Middle Income,Global North,World 2,West,Europe,Non-Developed,Non-Developed,Non-High Income
Mauritania,4.542,1.023,0.919,0.516,0.454,0.113,0.195,4.542,structured_personas,4.925,,,,,,,4.925,0.383,0.383,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
Mauritius,5.832,1.499,1.521,0.617,0.761,0.095,0.13,5.832,structured_personas,6.2700000000000005,,,,,,,6.2700000000000005,0.4380000000000006,0.4380000000000006,,,,,,,Africa,Upper Middle Income,Global South,World 2,Other,Africa,Non-Developed,Non-Developed,Non-High Income
Mexico,6.979,1.435,1.504,0.55,0.879,0.057,0.118,6.979,structured_personas,5.82,,,,,,,5.82,-1.1589999999999998,-1.1589999999999998,,,,,,,North America,Upper Middle Income,Global South,World 2,West,North America,Non-Developed,Non-Developed,Non-High Income
Mongolia,5.833,1.336,1.731,0.423,0.629,0.18,0.053,5.833,structured_personas,5.35,,,,,,,5.35,-0.4830000000000005,-0.4830000000000005,,,,,,,East Asia,Upper Middle Income,Global South,World 2,East,Asia,Non-Developed,Non-Developed,Non-High Income
Montenegro,5.877,1.507,1.551,0.618,0.768,0.075,0.138,5.877,structured_personas,5.74,,,,,,,5.74,-0.1369999999999995,-0.1369999999999995,,,,,,,Other,Upper Middle Income,Global South,World 2,Other,Other,Non-Developed,Non-Developed,Non-High Income
